model,group,group_dataset_count,rank_pos,competitor,ratio,gnn_stage,avg_rank,competitor_dataset_count,source_file
subtab,large_datasets+multiclass+numerical,3,14,tabgnn,0.05/0.15/0.8,none,11.64,14,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,15,subtab,0.05/0.15/0.8,columnwise,12.21,14,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,16,subtab,0.05/0.15/0.8,encoding,12.36,14,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,17,subtab,0.05/0.15/0.8,decoding,14.07,14,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,18,subtab,0.05/0.15/0.8,materialize,15.43,14,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,19,subtab,0.05/0.15/0.8,start,15.5,14,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,1,t2g-former,0.8/0.15/0.05,none,5.71,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,2,lightgbm,0.05/0.15/0.8,none,6.0,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,3,tabpfn,0.8/0.15/0.05,none,6.86,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,4,t2g-former,0.05/0.15/0.8,none,7.14,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,5,xgboost,0.8/0.15/0.05,none,7.43,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,6,tabpfn,0.05/0.15/0.8,none,7.71,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,7,catboost,0.8/0.15/0.05,none,8.14,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,8,catboost,0.05/0.15/0.8,none,8.29,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,9,subtab,0.8/0.15/0.05,none,8.71,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,10,lightgbm,0.8/0.15/0.05,none,9.0,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,11,xgboost,0.05/0.15/0.8,none,9.0,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,12,tabgnn,0.8/0.15/0.05,none,10.0,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,13,tabgnn,0.05/0.15/0.8,none,11.86,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,14,subtab,0.05/0.15/0.8,start,12.86,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,15,subtab,0.05/0.15/0.8,materialize,13.29,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,16,subtab,0.05/0.15/0.8,encoding,13.71,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,17,subtab,0.05/0.15/0.8,none,14.57,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,18,subtab,0.05/0.15/0.8,columnwise,14.86,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,19,subtab,0.05/0.15/0.8,decoding,14.86,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,1,tabpfn,0.8/0.15/0.05,none,3.21,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,2,t2g-former,0.8/0.15/0.05,none,4.46,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,3,xgboost,0.8/0.15/0.05,none,4.79,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,4,catboost,0.8/0.15/0.05,none,5.14,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,5,lightgbm,0.8/0.15/0.05,none,5.82,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,6,subtab,0.8/0.15/0.05,none,6.82,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,7,t2g-former,0.05/0.15/0.8,none,9.96,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,8,tabpfn,0.05/0.15/0.8,none,10.57,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,9,catboost,0.05/0.15/0.8,none,11.07,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,10,tabgnn,0.8/0.15/0.05,none,11.32,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,11,lightgbm,0.05/0.15/0.8,none,11.54,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,12,subtab,0.05/0.15/0.8,none,11.54,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,13,subtab,0.05/0.15/0.8,columnwise,12.11,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,14,subtab,0.05/0.15/0.8,start,13.18,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,15,subtab,0.05/0.15/0.8,encoding,13.18,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,16,xgboost,0.05/0.15/0.8,none,13.75,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,17,subtab,0.05/0.15/0.8,decoding,13.75,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,18,tabgnn,0.05/0.15/0.8,none,13.82,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,19,subtab,0.05/0.15/0.8,materialize,13.96,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,1,subtab,0.05/0.15/0.8,materialize,3.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,2,subtab,0.05/0.15/0.8,columnwise,3.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,3,subtab,0.05/0.15/0.8,encoding,3.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,4,subtab,0.05/0.15/0.8,none,4.0,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,5,subtab,0.05/0.15/0.8,start,4.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,6,tabgnn,0.05/0.15/0.8,none,6.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,7,subtab,0.8/0.15/0.05,none,7.17,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,8,tabpfn,0.05/0.15/0.8,none,10.17,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,9,tabpfn,0.8/0.15/0.05,none,11.0,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,10,subtab,0.05/0.15/0.8,decoding,11.17,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,11,tabgnn,0.8/0.15/0.05,none,11.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,12,lightgbm,0.8/0.15/0.05,none,12.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,13,catboost,0.05/0.15/0.8,none,13.0,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,14,xgboost,0.8/0.15/0.05,none,13.17,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,15,xgboost,0.05/0.15/0.8,none,13.17,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,16,catboost,0.8/0.15/0.05,none,13.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,17,lightgbm,0.05/0.15/0.8,none,14.17,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,18,t2g-former,0.05/0.15/0.8,none,16.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,19,t2g-former,0.8/0.15/0.05,none,16.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,1,subtab,0.05/0.15/0.8,materialize,3.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,2,subtab,0.05/0.15/0.8,start,3.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,3,subtab,0.05/0.15/0.8,encoding,4.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,4,tabgnn,0.05/0.15/0.8,none,5.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,5,subtab,0.05/0.15/0.8,columnwise,6.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,6,tabgnn,0.8/0.15/0.05,none,6.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,7,subtab,0.05/0.15/0.8,none,6.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,8,tabpfn,0.05/0.15/0.8,none,7.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,9,lightgbm,0.05/0.15/0.8,none,9.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,10,subtab,0.8/0.15/0.05,none,9.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,11,tabpfn,0.8/0.15/0.05,none,10.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,12,subtab,0.05/0.15/0.8,decoding,10.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,13,xgboost,0.05/0.15/0.8,none,11.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,14,catboost,0.05/0.15/0.8,none,12.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,15,t2g-former,0.05/0.15/0.8,none,15.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,16,xgboost,0.8/0.15/0.05,none,15.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,17,catboost,0.8/0.15/0.05,none,16.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,18,t2g-former,0.8/0.15/0.05,none,17.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,19,lightgbm,0.8/0.15/0.05,none,17.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,1,subtab,0.05/0.15/0.8,start,4.31,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,2,subtab,0.05/0.15/0.8,materialize,4.61,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,3,subtab,0.05/0.15/0.8,columnwise,4.72,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,4,subtab,0.05/0.15/0.8,encoding,4.89,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,5,subtab,0.05/0.15/0.8,none,4.89,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,6,tabgnn,0.05/0.15/0.8,none,7.11,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,7,tabpfn,0.05/0.15/0.8,none,7.33,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,8,tabpfn,0.8/0.15/0.05,none,9.28,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,9,subtab,0.05/0.15/0.8,decoding,10.03,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,10,subtab,0.8/0.15/0.05,none,10.06,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,11,tabgnn,0.8/0.15/0.05,none,10.53,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,12,xgboost,0.05/0.15/0.8,none,11.08,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,13,lightgbm,0.05/0.15/0.8,none,11.17,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,14,catboost,0.05/0.15/0.8,none,12.17,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,15,t2g-former,0.05/0.15/0.8,none,14.81,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,16,lightgbm,0.8/0.15/0.05,none,15.08,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,17,catboost,0.8/0.15/0.05,none,15.58,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,18,xgboost,0.8/0.15/0.05,none,15.67,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+multiclass+numerical,3,19,t2g-former,0.8/0.15/0.05,none,16.69,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,1,tabpfn,0.05/0.15/0.8,none,1.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,2,tabpfn,0.8/0.15/0.05,none,2.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,3,tabgnn,0.05/0.15/0.8,none,3.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,4,tabgnn,0.8/0.15/0.05,none,4.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,5,subtab,0.05/0.15/0.8,decoding,5.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,6,subtab,0.05/0.15/0.8,materialize,6.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,7,subtab,0.05/0.15/0.8,start,7.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,8,subtab,0.05/0.15/0.8,encoding,8.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,9,subtab,0.05/0.15/0.8,none,9.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,10,subtab,0.05/0.15/0.8,columnwise,10.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,11,subtab,0.8/0.15/0.05,none,11.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,12,t2g-former,0.05/0.15/0.8,none,12.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,13,t2g-former,0.8/0.15/0.05,none,13.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,14,catboost,0.05/0.15/0.8,none,14.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,15,catboost,0.8/0.15/0.05,none,15.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,16,xgboost,0.05/0.15/0.8,none,16.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,17,xgboost,0.8/0.15/0.05,none,17.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,18,lightgbm,0.05/0.15/0.8,none,18.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,19,lightgbm,0.8/0.15/0.05,none,19.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,1,tabpfn,0.05/0.15/0.8,none,2.8,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,2,tabpfn,0.8/0.15/0.05,none,2.9,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,3,tabgnn,0.05/0.15/0.8,none,4.6,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,4,tabgnn,0.8/0.15/0.05,none,4.9,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,5,subtab,0.05/0.15/0.8,materialize,5.2,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,6,subtab,0.05/0.15/0.8,start,5.4,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,7,subtab,0.05/0.15/0.8,encoding,7.5,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,8,subtab,0.05/0.15/0.8,none,7.6,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,9,subtab,0.05/0.15/0.8,columnwise,7.9,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,10,subtab,0.05/0.15/0.8,decoding,8.0,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,11,subtab,0.8/0.15/0.05,none,9.2,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,12,xgboost,0.05/0.15/0.8,none,12.8,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,13,catboost,0.05/0.15/0.8,none,14.1,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,14,lightgbm,0.05/0.15/0.8,none,14.3,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,15,t2g-former,0.05/0.15/0.8,none,14.4,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,16,catboost,0.8/0.15/0.05,none,16.7,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,17,t2g-former,0.8/0.15/0.05,none,16.9,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,18,xgboost,0.8/0.15/0.05,none,17.1,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,19,lightgbm,0.8/0.15/0.05,none,17.7,10,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,1,catboost,0.8/0.15/0.05,none,4.14,14,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
subtab,large_datasets+regression+categorical,1,2,tabpfn,0.8/0.15/0.05,none,5.29,14,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/subtab_gnn_enhancement.md
